2	2	3	lā	لَا
2	2	4	raiba	رَيۡبَۛ
2	2	5	fīhi	فِيهِۛ
2	2	6	hudan	هُدًۭى
2	2	7	li-l-muttaqīna	لِّلۡمُتَّقِينَ
2	3	1	llaḏīna	ٱلَّذِينَ
2	3	2	yuʾminūna	يُؤۡمِنُونَ
2	3	3	bi-l-ġaibi	بِٱلۡغَيۡبِ
2	3	4	wa-yuqīmūna	وَيُقِيمُونَ
2	3	5	ṣ-ṣalāta	ٱلصَّلَوٰةَ
2	3	6	wa-mimmā	وَمِمَّا
2	3	7	razaqnāhum	رَزَقۡنَٰهُمۡ
2	3	8	yunfiqūna	يُنفِقُونَ
2	4	1	wa-llaḏīna	وَٱلَّذِينَ
2	4	2	yuʾminūna	يُؤۡمِنُونَ
2	4	3	bi-mā	بِمَآ
2	4	4	ʾunzila	أُنزِلَ
2	4	5	ʾilaika	إِلَيۡكَ
2	4	6	wa-mā	وَمَآ
2	4	7	ʾunzila	أُنزِلَ
2	4	8	min	مِن
2	4	9	qablika	قَبۡلِكَ
2	4	10	wa-bi-l-ʾāḫirati	وَبِٱلۡٴَاخِرَةِ
2	4	11	hum	هُمۡ
2	4	12	yūqinūna	يُوقِنُونَ
2	5	1	ʾulāʾika	أُو۟لَٰٓئِكَ
2	5	2	ʿalā	عَلَىٰ
2	5	3	hudan	هُدًۭى
2	5	4	min	مِّن
2	5	5	rabbihim	رَّبِّهِمۡۖ
2	5	6	wa-ʾulāʾika	وَأُو۟لَٰٓئِكَ
2	5	7	humu	هُمُ
2	5	8	l-mufliḥūna	ٱلۡمُفۡلِحُونَ
2	6	1	ʾinna	إِنَّ
2	6	2	llaḏīna	ٱلَّذِينَ
2	6	3	kafarū	كَفَرُوا۟
2	6	4	sawāʾun	سَوَآءٌ
2	6	5	ʿalaihim	عَلَيۡهِمۡ
2	6	6	ʾa-ʾanḏartahum	ءَأَنذَرۡتَهُمۡ
2	6	7	ʾam	أَمۡ
2	6	8	lam	لَمۡ
2	6	9	tunḏirhum	تُنذِرۡهُمۡ
2	6	10	lā	لَا
2	6	11	yuʾminūna	يُؤۡمِنُونَ
2	7	1	ḫatama	خَتَمَ
2	7	2	llāhu	ٱللَّهُ
2	7	3	ʿalā	عَلَىٰ
2	7	4	qulūbihim	قُلُوبِهِمۡ
2	7	5	wa-ʿalā	وَعَلَىٰ
2	7	6	samʿihim	سَمۡعِهِمۡۖ
2	7	7	wa-ʿalā	وَعَلَىٰۤ
2	7	8	ʾabṣārihim	أَبۡصَٰرِهِمۡ
2	7	9	ġišāwatun	غِشَٰوَةٌۭۖ
2	7	10	wa-lahum	وَلَهُمۡ
2	7	11	ʿaḏābun	عَذَابٌ
2	7	12	ʿaẓīmun	عَظِيمٌۭ
2	8	1	wa-mina	وَمِنَ
2	8	2	n-nāsi	ٱلنَّاسِ
2	8	3	man	مَن
2	8	4	yaqūlu	يَقُولُ
2	8	5	ʾāmannā	ءَامَنَّا
2	8	6	bi-llāhi	بِٱللَّهِ
2	8	7	wa-bi-l-yaumi	وَبِٱلۡيَوۡمِ
2	8	8	l-ʾāḫiri	ٱلۡٴَاخِرِ
2	8	9	wa-mā	وَمَا
2	8	10	hum	هُم
2	8	11	bi-muʾminīna	بِمُؤۡمِنِينَ
2	9	1	yuḫādiʿūna	يُخَٰدِعُونَ
2	9	2	llāha	ٱللَّهَ
2	9	3	wa-llaḏīna	وَٱلَّذِينَ
2	9	4	ʾāmanū	ءَامَنُوا۟
2	9	5	wa-mā	وَمَا
2	9	6	yaḫdaʿūna	يَخۡدَعُونَ
2	9	7	ʾillā	إِلَّآ
2	9	8	ʾanfusahum	أَنفُسَهُمۡ
2	9	9	wa-mā	وَمَا
2	9	10	yašʿurūna	يَشۡعُرُونَ
2	10	1	fī	فِی
2	10	2	qulūbihim	قُلُوبِهِم
2	10	3	maraḍun	مَّرَضٌۭ
2	10	4	fa-zādahumu	فَزَادَهُمُ
2	10	5	llāhu	ٱللَّهُ
2	10	6	maraḍan	مَرَضًۭاۖ
2	10	7	wa-lahum	وَلَهُمۡ
2	10	8	ʿaḏābun	عَذَابٌ
2	10	9	ʾalīmun	أَلِيمٌۢ
2	10	10	bi-mā	بِمَا
2	10	11	kānū	كَانُوا۟
2	10	12	yakḏibūna	يَكۡذِبُونَ
2	11	1	wa-ʾiḏā	وَإِذَا
2	11	2	qīla	قِيلَ
2	11	3	lahum	لَهُمۡ
2	11	4	lā	لَا
2	11	5	tufsidū	تُفۡسِدُوا۟
2	11	6	fi	فِی
2	11	7	l-ʾarḍi	ٱلۡأَرۡضِ
2	11	8	qālū	قَالُوٓا۟
2	11	9	ʾinnamā	إِنَّمَا
2	11	10	naḥnu	نَحۡنُ
2	11	11	muṣliḥūna	مُصۡلِحُونَ
2	12	1	ʾa-lā	أَلَآ
2	12	2	ʾinnahum	إِنَّهُمۡ
2	12	3	humu	هُمُ
2	12	4	l-mufsidūna	ٱلۡمُفۡسِدُونَ
2	12	5	wa-lākin	وَلَٰكِن
2	12	6	lā	لَّا
2	12	7	yašʿurūna	يَشۡعُرُونَ
2	13	1	wa-ʾiḏā	وَإِذَا
2	13	2	qīla	قِيلَ
2	13	3	lahum	لَهُمۡ
2	13	4	ʾāminū	ءَامِنُوا۟
2	13	5	ka-mā	كَمَآ
2	13	6	ʾāmana	ءَامَنَ
2	13	7	n-nāsu	ٱلنَّاسُ
2	13	8	qālū	قَالُوٓا۟
2	13	9	ʾa-nuʾminu	أَنُؤۡمِنُ
2	13	10	ka-mā	كَمَآ
2	13	11	ʾāmana	ءَامَنَ
2	13	12	s-sufahāʾu	ٱلسُّفَهَآءُۗ
2	13	13	ʾa-lā	أَلَآ
2	13	14	ʾinnahum	إِنَّهُمۡ
2	13	15	humu	هُمُ
2	13	16	s-sufahāʾu	ٱلسُّفَهَآءُ
2	13	17	wa-lākin	وَلَٰكِن
2	13	18	lā	لَّا
2	13	19	yaʿlamūna	يَعۡلَمُونَ
2	14	1	wa-ʾiḏā	وَإِذَا
2	14	2	laqu	لَقُوا۟
2	14	3	llaḏīna	ٱلَّذِينَ
2	14	4	ʾāmanū	ءَامَنُوا۟
2	14	5	qālū	قَالُوٓا۟
2	14	6	ʾāmannā	ءَامَنَّا
2	14	7	wa-ʾiḏā	وَإِذَا
2	14	8	ḫalau	خَلَوۡا۟
2	14	9	ʾilā	إِلَىٰ
2	14	10	šayāṭīnihim	شَيَٰطِينِهِمۡ
2	14	11	qālū	قَالُوٓا۟
2	14	12	ʾinnā	إِنَّا
2	14	13	maʿakum	مَعَكُمۡ
2	14	14	ʾinnamā	إِنَّمَا
2	14	15	naḥnu	نَحۡنُ
2	14	16	mustahziʾūna	مُسۡتَهۡزِءُونَ
2	15	1	llāhu	ٱللَّهُ
2	15	2	yastahziʾu	يَسۡتَهۡزِئُ
2	15	3	bihim	بِهِمۡ
2	15	4	wa-yamudduhum	وَيَمُدُّهُمۡ
2	15	5	fī	فِی
2	15	6	ṭuġyānihim	طُغۡيَٰنِهِمۡ
2	15	7	yaʿmahūna	يَعۡمَهُونَ
2	16	1	ʾulāʾika	أُو۟لَٰٓئِكَ
2	16	2	llaḏīna	ٱلَّذِينَ
2	16	3	štarawu	ٱشۡتَرَوُا۟
2	16	4	ḍ-ḍalālata	ٱلضَّلَٰلَةَ
2	16	5	bi-l-hudā	بِٱلۡهُدَىٰ
2	16	6	fa-mā	فَمَا
2	16	7	rabiḥat	رَبِحَت
2	16	8	tiǧāratuhum	تِّجَٰرَتُهُمۡ
2	16	9	wa-mā	وَمَا
2	16	10	kānū	كَانُوا۟
2	16	11	muhtadīna	مُهۡتَدِينَ
2	17	1	maṯaluhum	مَثَلُهُمۡ
2	17	2	ka-maṯali	كَمَثَلِ
2	17	3	llaḏi	ٱلَّذِی
2	17	4	stauqada	ٱسۡتَوۡقَدَ
2	17	5	nāran	نَارًۭا
2	17	6	fa-lammā	فَلَمَّآ
2	17	7	ʾaḍāʾat	أَضَآءَتۡ
2	17	8	mā	مَا
2	17	9	ḥaulahū	حَوۡلَهُۥ
2	17	10	ḏahaba	ذَهَبَ
2	17	11	llāhu	ٱللَّهُ
2	17	12	bi-nūrihim	بِنُورِهِمۡ
2	17	13	wa-tarakahum	وَتَرَكَهُمۡ
2	17	14	fī	فِی
2	17	15	ẓulumātin	ظُلُمَٰتٍۢ
2	17	16	lā	لَّا
2	17	17	yubṣirūna	يُبۡصِرُونَ
2	18	1	ṣummun	صُمٌّۢ
2	18	2	bukmun	بُكۡمٌ
2	18	3	ʿumyun	عُمۡىٌۭ
2	18	4	fa-hum	فَهُمۡ
2	18	5	lā	لَا
2	18	6	yarǧiʿūna	يَرۡجِعُونَ
2	19	1	ʾau	أَوۡ
2	19	2	ka-ṣayyibin	كَصَيِّبٍۢ
2	19	3	mina	مِّنَ
2	19	4	s-samāʾi	ٱلسَّمَآءِ
2	19	5	fīhi	فِيهِ
2	19	6	ẓ-ẓulumātun	ظُلُمَٰتٌۭ
2	19	7	wa-raʿdun	وَرَعۡدٌۭ
2	19	8	wa-barqun	وَبَرۡقٌۭ
2	19	9	yaǧʿalūna	يَجۡعَلُونَ
2	19	10	ʾaṣābiʿahum	أَصَٰبِعَهُمۡ
2	19	11	fī	فِیٓ
2	19	12	ʾāḏānihim	ءَاذَانِهِم
2	19	13	mina	مِّنَ
2	19	14	ṣ-ṣawāʿiqi	ٱلصَّوَٰعِقِ
2	19	15	ḥaḏara	حَذَرَ
2	19	16	l-mauti	ٱلۡمَوۡتِۚ
2	19	17	wa-llāhu	وَٱللَّهُ
2	19	18	muḥīṭun	مُحِيطٌۢ
2	19	19	bi-l-kāfirīna	بِٱلۡكَٰفِرِينَ
2	20	1	yakādu	يَكَادُ
2	20	2	l-barqu	ٱلۡبَرۡقُ
2	20	3	yaḫṭafu	يَخۡطَفُ
2	20	4	ʾabṣārahum	أَبۡصَٰرَهُمۡ
2	20	5	kullamā	كُلَّمَآ
2	20	6	ʾaḍāʾa	أَضَآءَ
2	20	7	lahum	لَهُم
2	20	8	mašau	مَّشَوۡا۟
2	20	9	fīhi	فِيهِ
2	20	10	wa-ʾiḏā	وَإِذَآ
2	20	11	ʾaẓlama	أَظۡلَمَ
2	20	12	ʿalaihim	عَلَيۡهِمۡ
2	20	13	qāmū	قَامُوا۟ۚ
2	20	14	wa-lau	وَلَوۡ
2	20	15	šāʾa	شَآءَ
2	20	16	llāhu	ٱللَّهُ
2	20	17	la-ḏahaba	لَذَهَبَ
2	20	18	bi-samʿihim	بِسَمۡعِهِمۡ
2	20	19	wa-ʾabṣārihim	وَأَبۡصَٰرِهِمۡۚ
2	20	20	ʾinna	إِنَّ
2	20	21	llāha	ٱللَّهَ
2	20	22	ʿalā	عَلَىٰ
2	20	23	kulli	كُلِّ
2	20	24	šaiʾin	شَىۡءٍۢ
2	20	25	qadīrun	قَدِيرٌۭ
2	21	1	yā-ʾayyuha	يَٰٓأَيُّهَا
2	21	2	n-nāsu	ٱلنَّاسُ
2	21	3	ʿbudū	ٱعۡبُدُوا۟
2	21	4	rabbakumu	رَبَّكُمُ
2	21	5	llaḏī	ٱلَّذِی
2	21	6	ḫalaqakum	خَلَقَكُمۡ
2	21	7	wa-llaḏīna	وَٱلَّذِينَ
2	21	8	min	مِن
2	21	9	qablikum	قَبۡلِكُمۡ
2	21	10	laʿallakum	لَعَلَّكُمۡ
2	21	11	tattaqūna	تَتَّقُونَ
2	22	1	llaḏī	ٱلَّذِی
2	22	2	ǧaʿala	جَعَلَ
2	22	3	lakumu	لَكُمُ
2	22	4	l-ʾarḍa	ٱلۡأَرۡضَ
2	22	5	firāšan	فِرَٰشًۭا
2	22	6	wa-s-samāʾa	وَٱلسَّمَآءَ
2	22	7	bināʾan	بِنَآءًۭ
2	22	8	wa-ʾanzala	وَأَنزَلَ
2	22	9	mina	مِنَ
2	22	10	s-samāʾi	ٱلسَّمَآءِ
2	22	11	māʾan	مَآءًۭ
2	22	12	fa-ʾaḫraǧa	فَأَخۡرَجَ
2	22	13	bihī	بِهِۦ
2	22	14	mina	مِنَ
2	22	15	ṯ-ṯamarāti	ٱلثَّمَرَٰتِ
2	22	16	rizqan	رِزۡقًۭا
2	22	17	lakum	لَّكُمۡۖ
2	22	18	fa-lā	فَلَا
2	22	19	taǧʿalū	تَجۡعَلُوا۟
2	22	20	li-llāhi	لِلَّهِ
2	22	21	ʾandādan	أَندَادًۭا
2	22	22	wa-ʾantum	وَأَنتُمۡ
2	22	23	taʿlamūna	تَعۡلَمُونَ
2	23	1	wa-ʾin	وَإِن
2	23	2	kuntum	كُنتُمۡ
2	23	3	fī	فِی
2	23	4	raibin	رَيۡبٍۢ
2	23	5	mimmā	مِّمَّا
2	23	6	nazzalnā	نَزَّلۡنَا
2	23	7	ʿalā	عَلَىٰ
2	23	8	ʿabdinā	عَبۡدِنَا
2	23	9	fa-ʾtū	فَأۡتُوا۟
2	23	10	bi-sūratin	بِسُورَةٍۢ
2	23	11	min	مِّن
2	23	12	miṯlihī	مِّثۡلِهِۦ
2	23	13	wa-dʿū	وَٱدۡعُوا۟
2	23	14	šuhadāʾakum	شُهَدَآءَكُم
2	23	15	min	مِّن
2	23	16	dūni	دُونِ
2	23	17	llāhi	ٱللَّهِ
2	23	18	ʾin	إِن
2	23	19	kuntum	كُنتُمۡ
2	23	20	ṣādiqīna	صَٰدِقِينَ
2	24	1	fa-ʾin	فَإِن
2	24	2	lam	لَّمۡ
2	24	3	tafʿalū	تَفۡعَلُوا۟
2	24	4	wa-lan	وَلَن
2	24	5	tafʿalū	تَفۡعَلُوا۟
2	24	6	fa-ttaqu	فَٱتَّقُوا۟
2	24	7	n-nāra	ٱلنَّارَ
2	24	8	llatī	ٱلَّتِی
2	24	9	waqūduha	وَقُودُهَا
2	24	10	n-nāsu	ٱلنَّاسُ
2	24	11	wa-l-ḥiǧāratu	وَٱلۡحِجَارَةُۖ
2	24	12	ʾuʿiddat	أُعِدَّتۡ
2	24	13	li-l-kāfirīna	لِلۡكَٰفِرِينَ
2	25	1	wa-bašširi	وَبَشِّرِ
2	25	2	llaḏīna	ٱلَّذِينَ
2	25	3	ʾāmanū	ءَامَنُوا۟
2	25	4	wa-ʿamilu	وَعَمِلُوا۟
2	25	5	ṣ-ṣāliḥāti	ٱلصَّٰلِحَٰتِ
2	25	6	ʾanna	أَنَّ
2	25	7	lahum	لَهُمۡ
2	25	8	ǧannātin	جَنَّٰتٍۢ
2	25	9	taǧrī	تَجۡرِی
2	25	10	min	مِن
2	25	11	taḥtiha	تَحۡتِهَا
2	25	12	l-ʾanhāru	ٱلۡأَنۡهَٰرُۖ
2	25	13	kullamā	كُلَّمَا
2	25	14	ruziqū	رُزِقُوا۟
2	25	15	minhā	مِنۡهَا
2	25	16	min	مِن
2	25	17	ṯamaratin	ثَمَرَةٍۢ
2	25	18	rizqan	رِّزۡقًۭا
2	25	19	qālū	قَالُوا۟
2	25	20	hāḏa	هَٰذَا
2	25	21	llaḏī	ٱلَّذِی
2	25	22	ruziqnā	رُزِقۡنَا
2	25	23	min	مِن
2	25	24	qablu	قَبۡلُ
2	25	25	wa-ʾutū	وَأُتُوا۟
2	25	26	bihī	بِهِۦ
2	25	27	mutašābihan	مُتَشَٰبِهًۭاۖ
2	25	28	wa-lahum	وَلَهُمۡ
2	25	29	fīhā	فِيهَآ
2	25	30	ʾazwāǧun	أَزۡوَٰجٌۭ
2	25	31	muṭahharatun	مُّطَهَّرَةٌۭۖ
2	25	32	wa-hum	وَهُمۡ
2	25	33	fīhā	فِيهَا
2	25	34	ḫālidūna	خَٰلِدُونَ
2	26	1	ʾinna	إِنَّ
2	26	2	llāha	ٱللَّهَ
2	26	3	lā	لَا
2	26	4	yastaḥyī	يَسۡتَحۡىِۦٓ
2	26	5	ʾan	أَن
2	26	6	yaḍriba	يَضۡرِبَ
2	26	7	maṯalan	مَثَلًۭا
2	26	8	mā	مَّا
2	26	9	baʿūḍatan	بَعُوضَةًۭ
2	26	10	fa-mā	فَمَا
2	26	11	fauqahā	فَوۡقَهَاۚ
2	26	12	fa-ʾamma	فَأَمَّا
2	26	13	llaḏīna	ٱلَّذِينَ
2	26	14	ʾāmanū	ءَامَنُوا۟
2	26	15	fa-yaʿlamūna	فَيَعۡلَمُونَ
2	26	16	ʾannahu	أَنَّهُ
2	26	17	l-ḥaqqu	ٱلۡحَقُّ
2	26	18	min	مِن
2	26	19	rabbihim	رَّبِّهِمۡۖ
2	26	20	wa-ʾamma	وَأَمَّا
2	26	21	llaḏīna	ٱلَّذِينَ
2	26	22	kafarū	كَفَرُوا۟
2	26	23	fa-yaqūlūna	فَيَقُولُونَ
2	26	24	māḏā	مَاذَآ
2	26	25	ʾarāda	أَرَادَ
2	26	26	llāhu	ٱللَّهُ
2	26	27	bi-hāḏā	بِهَٰذَا
2	26	28	maṯalan	مَثَلًۭاۘ
2	26	29	yuḍillu	يُضِلُّ
2	26	30	bihī	بِهِۦ
2	26	31	kaṯīran	كَثِيرًۭا
2	26	32	wa-yahdī	وَيَهۡدِی
2	26	33	bihī	بِهِۦ
2	26	34	kaṯīran	كَثِيرًۭاۚ
2	26	35	wa-mā	وَمَا
2	26	36	yuḍillu	يُضِلُّ
2	26	37	bihī	بِهِۦٓ
2	26	38	ʾilla	إِلَّا
2	26	39	l-fāsiqīna	ٱلۡفَٰسِقِينَ
2	27	1	llaḏīna	ٱلَّذِينَ
2	27	2	yanquḍūna	يَنقُضُونَ
2	27	3	ʿahda	عَهۡدَ
2	27	4	llāhi	ٱللَّهِ
2	27	5	min	مِنۢ
2	27	6	baʿdi	بَعۡدِ
2	27	7	mīṯāqihī	مِيثَٰقِهِۦ
2	27	8	wa-yaqṭaʿūna	وَيَقۡطَعُونَ
2	27	9	mā	مَآ
2	27	10	ʾamara	أَمَرَ
2	27	11	llāhu	ٱللَّهُ
2	27	12	bihī	بِهِۦٓ
2	27	13	ʾan	أَن
2	27	14	yūṣala	يُوصَلَ
2	27	15	wa-yufsidūna	وَيُفۡسِدُونَ
2	27	16	fi	فِی
2	27	17	l-ʾarḍi	ٱلۡأَرۡضِۗ
2	27	18	ʾulāʾika	أُو۟لَٰٓئِكَ
2	27	19	humu	هُمُ
2	27	20	l-ḫāsirūna	ٱلۡخَٰسِرُونَ
2	28	1	kaifa	كَيۡفَ
2	28	2	takfurūna	تَكۡفُرُونَ
2	28	3	bi-llāhi	بِٱللَّهِ
2	28	4	wa-kuntum	وَكُنتُمۡ
2	28	5	ʾamwātan	أَمۡوَٰتًۭا
2	28	6	fa-ʾaḥyākum	فَأَحۡيَٰكُمۡۖ
2	28	7	ṯumma	ثُمَّ
2	28	8	yumītukum	يُمِيتُكُمۡ
2	28	9	ṯumma	ثُمَّ
2	28	10	yuḥyīkum	يُحۡيِيكُمۡ
2	28	11	ṯumma	ثُمَّ
2	28	12	ʾilaihi	إِلَيۡهِ
2	28	13	turǧaʿūna	تُرۡجَعُونَ
2	29	1	huwa	هُوَ
2	29	2	llaḏī	ٱلَّذِی
2	29	3	ḫalaqa	خَلَقَ
2	29	4	lakum	لَكُم
2	29	5	mā	مَّا
2	29	6	fi	فِی
2	29	7	l-ʾarḍi	ٱلۡأَرۡضِ
2	29	8	ǧamīʿan	جَمِيعًۭا
2	29	9	ṯumma	ثُمَّ
2	29	10	stawā	ٱسۡتَوَىٰۤ
2	29	11	ʾila	إِلَى
2	29	12	s-samāʾi	ٱلسَّمَآءِ
2	29	13	fa-sawwāhunna	فَسَوَّىٰهُنَّ
2	29	14	sabʿa	سَبۡعَ
2	29	15	samāwātin	سَمَٰوَٰتٍۢۚ
2	29	16	wa-huwa	وَهُوَ
2	29	17	bi-kulli	بِكُلِّ
2	29	18	šaiʾin	شَىۡءٍ
2	29	19	ʿalīmun	عَلِيمٌۭ
2	30	1	wa-ʾiḏ	وَإِذۡ
2	30	2	qāla	قَالَ
2	30	3	rabbuka	رَبُّكَ
2	30	4	li-l-malāʾikati	لِلۡمَلَٰٓئِكَةِ
2	30	5	ʾinnī	إِنِّی
2	30	6	ǧāʿilun	جَاعِلٌۭ
2	30	7	fi	فِی
2	30	8	l-ʾarḍi	ٱلۡأَرۡضِ
2	30	9	ḫalīfatan	خَلِيفَةًۭۖ
2	30	10	qālū	قَالُوٓا۟
2	30	11	ʾa-taǧʿalu	أَتَجۡعَلُ
2	30	12	fīhā	فِيهَا
2	30	13	man	مَن
2	30	14	yufsidu	يُفۡسِدُ
2	30	15	fīhā	فِيهَا
2	30	16	wa-yasfiku	وَيَسۡفِكُ
2	30	17	d-dimāʾa	ٱلدِّمَآءَ
2	30	18	wa-naḥnu	وَنَحۡنُ
2	30	19	nusabbiḥu	نُسَبِّحُ
2	30	20	bi-ḥamdika	بِحَمۡدِكَ
2	30	21	wa-nuqaddisu	وَنُقَدِّسُ
2	30	22	laka	لَكَۖ
2	30	23	qāla	قَالَ
2	30	24	ʾinnī	إِنِّیٓ
2	30	25	ʾaʿlamu	أَعۡلَمُ
2	30	26	mā	مَا
2	30	27	lā	لَا
2	30	28	taʿlamūna	تَعۡلَمُونَ
2	31	1	wa-ʿallama	وَعَلَّمَ
2	31	2	ʾādama	ءَادَمَ
2	31	3	l-ʾasmāʾa	ٱلۡأَسۡمَآءَ
2	31	4	kullahā	كُلَّهَا
2	31	5	ṯumma	ثُمَّ
2	31	6	ʿaraḍahum	عَرَضَهُمۡ
2	31	7	ʿala	عَلَى
2	31	8	l-malāʾikati	ٱلۡمَلَٰٓئِكَةِ
2	31	9	fa-qāla	فَقَالَ
2	31	10	ʾanbiʾūnī	أَنۢبِـُٔونِی
2	31	11	bi-ʾasmāʾi	بِأَسۡمَآءِ
2	31	12	hāʾulāʾi	هَٰٓؤُلَآءِ
2	31	13	ʾin	إِن
2	31	14	kuntum	كُنتُمۡ
2	31	15	ṣādiqīna	صَٰدِقِينَ
2	32	1	qālū	قَالُوا۟
2	32	2	subḥānaka	سُبۡحَٰنَكَ
2	32	3	lā	لَا
2	32	4	ʿilma	عِلۡمَ
2	32	5	lanā	لَنَآ
2	32	6	ʾillā	إِلَّا
2	32	7	mā	مَا
2	32	8	ʿallamtanā	عَلَّمۡتَنَآۖ
2	32	9	ʾinnaka	إِنَّكَ
2	32	10	ʾanta	أَنتَ
2	32	11	l-ʿalīmu	ٱلۡعَلِيمُ
2	32	12	l-ḥakīmu	ٱلۡحَكِيمُ
2	33	1	qāla	قَالَ
2	33	2	yā-ʾādamu	يَٰٓـَٔادَمُ
2	33	3	ʾanbiʾhum	أَنۢبِئۡهُم
2	33	4	bi-ʾasmāʾihim	بِأَسۡمَآئِهِمۡۖ
2	33	5	fa-lammā	فَلَمَّآ
2	33	6	ʾanbaʾahum	أَنۢبَأَهُم
2	33	7	bi-ʾasmāʾihim	بِأَسۡمَآئِهِمۡ
2	33	8	qāla	قَالَ
2	33	9	ʾa-lam	أَلَمۡ
2	33	10	ʾaqul	أَقُل
2	33	11	lakum	لَّكُمۡ
2	33	12	ʾinnī	إِنِّیٓ
2	33	13	ʾaʿlamu	أَعۡلَمُ
2	33	14	ġaiba	غَيۡبَ
2	33	15	s-samāwāti	ٱلسَّمَٰوَٰتِ
2	33	16	wa-l-ʾarḍi	وَٱلۡأَرۡضِ
2	33	17	wa-ʾaʿlamu	وَأَعۡلَمُ
2	33	18	mā	مَا
2	33	19	tubdūna	تُبۡدُونَ
2	33	20	wa-mā	وَمَا
2	33	21	kuntum	كُنتُمۡ
2	33	22	taktumūna	تَكۡتُمُونَ
2	34	1	wa-ʾiḏ	وَإِذۡ
2	34	2	qulnā	قُلۡنَا
2	34	3	li-l-malāʾikati	لِلۡمَلَٰٓئِكَةِ
2	34	4	sǧudū	ٱسۡجُدُوا۟
2	34	5	li-ʾādama	لِٴَادَمَ
2	34	6	fa-saǧadū	فَسَجَدُوٓا۟
2	34	7	ʾillā	إِلَّآ
2	34	8	ʾiblīsa	إِبۡلِيسَ
2	34	9	ʾabā	أَبَىٰ
2	34	10	wa-stakbara	وَٱسۡتَكۡبَرَ
2	34	11	wa-kāna	وَكَانَ
2	34	12	mina	مِنَ
2	34	13	l-kāfirīna	ٱلۡكَٰفِرِينَ
2	35	1	wa-qulnā	وَقُلۡنَا
2	35	2	yā-ʾādamu	يَٰٓـَٔادَمُ
2	35	3	skun	ٱسۡكُنۡ
2	35	4	ʾanta	أَنتَ
2	35	5	wa-zauǧuka	وَزَوۡجُكَ
2	35	6	l-ǧannata	ٱلۡجَنَّةَ
2	35	7	wa-kulā	وَكُلَا
2	35	8	minhā	مِنۡهَا
2	35	9	raġadan	رَغَدًا
2	35	10	ḥaiṯu	حَيۡثُ
2	35	11	šiʾtumā	شِئۡتُمَا
2	35	12	wa-lā	وَلَا
2	35	13	taqrabā	تَقۡرَبَا
2	35	14	hāḏihi	هَٰذِهِ
2	35	15	š-šaǧarata	ٱلشَّجَرَةَ
2	35	16	fa-takūnā	فَتَكُونَا
2	35	17	mina	مِنَ
2	35	18	ẓ-ẓālimīna	ٱلظَّٰلِمِينَ
2	36	1	fa-ʾazallahuma	فَأَزَلَّهُمَا
2	36	2	š-šaiṭānu	ٱلشَّيۡطَٰنُ
2	36	3	ʿanhā	عَنۡهَا
2	36	4	fa-ʾaḫraǧahumā	فَأَخۡرَجَهُمَا
2	36	5	mimmā	مِمَّا
2	36	6	kānā	كَانَا
2	36	7	fīhi	فِيهِۖ
2	36	8	wa-qulna	وَقُلۡنَا
2	36	9	hbiṭū	ٱهۡبِطُوا۟
2	36	10	baʿḍukum	بَعۡضُكُمۡ
2	36	11	li-baʿḍin	لِبَعۡضٍ
2	36	12	ʿaduwwun	عَدُوٌّۭۖ
2	36	13	wa-lakum	وَلَكُمۡ
2	36	14	fi	فِی
